source_artifact,schema_version,method,seed,run_segment,global_step,wall_time_seconds,state_role,split,accuracy,loss,total_active_rank,active_model_parameter_count,runtime_trainable_parameter_count,full_model_parameter_count,checkpoint,metrics
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,400,377.1576485530004,training_trajectory_evaluation,validation,0.8483754512635379,0.5596474409103394,75,767309,933197,184764893,,"{""epoch"":5.13,""eval_accuracy"":0.8483754512635379,""eval_loss"":0.5596474409103394,""eval_runtime"":5.329,""eval_samples_per_second"":51.98}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,500,481.6734555000003,training_trajectory_evaluation,validation,0.8447653429602888,0.6808127164840698,78,771920,937808,184769504,,"{""epoch"":6.41,""eval_accuracy"":0.8447653429602888,""eval_loss"":0.6808127164840698,""eval_runtime"":5.7508,""eval_samples_per_second"":48.168}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,600,588.476507962001,training_trajectory_evaluation,validation,0.8628158844765343,0.6062769889831543,78,771920,937808,184769504,,"{""epoch"":7.69,""eval_accuracy"":0.8628158844765343,""eval_loss"":0.6062769889831543,""eval_runtime"":5.5497,""eval_samples_per_second"":49.913}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,700,692.1033210700007,training_trajectory_evaluation,validation,0.8447653429602888,0.7296902537345886,80,777298,943186,184774882,,"{""epoch"":8.97,""eval_accuracy"":0.8447653429602888,""eval_loss"":0.7296902537345886,""eval_runtime"":5.4496,""eval_samples_per_second"":50.83}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,800,792.7619247170005,training_trajectory_evaluation,validation,0.855595667870036,0.7496250867843628,81,781139,947027,184778723,,"{""epoch"":10.26,""eval_accuracy"":0.855595667870036,""eval_loss"":0.7496250867843628,""eval_runtime"":5.2604,""eval_samples_per_second"":52.657}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,900,899.718551027001,training_trajectory_evaluation,validation,0.8267148014440433,0.8990675806999207,82,782676,948564,184780260,,"{""epoch"":11.54,""eval_accuracy"":0.8267148014440433,""eval_loss"":0.8990675806999207,""eval_runtime"":5.3574,""eval_samples_per_second"":51.704}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1000,1001.3927994220012,training_trajectory_evaluation,validation,0.8339350180505415,0.9118474721908569,84,788054,953942,184785638,,"{""epoch"":12.82,""eval_accuracy"":0.8339350180505415,""eval_loss"":0.9118474721908569,""eval_runtime"":4.0425,""eval_samples_per_second"":68.522}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1100,1106.6712109239998,training_trajectory_evaluation,validation,0.8628158844765343,0.6951214671134949,89,804955,970843,184802539,,"{""epoch"":14.1,""eval_accuracy"":0.8628158844765343,""eval_loss"":0.6951214671134949,""eval_runtime"":5.7147,""eval_samples_per_second"":48.471}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1200,1213.708969323001,training_trajectory_evaluation,validation,0.8483754512635379,0.9632186889648438,90,806492,972380,184804076,,"{""epoch"":15.38,""eval_accuracy"":0.8483754512635379,""eval_loss"":0.9632186889648438,""eval_runtime"":5.4243,""eval_samples_per_second"":51.067}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1300,1319.4355218210003,training_trajectory_evaluation,validation,0.8447653429602888,1.1803314685821533,90,806492,972380,184804076,,"{""epoch"":16.67,""eval_accuracy"":0.8447653429602888,""eval_loss"":1.1803314685821533,""eval_runtime"":5.618,""eval_samples_per_second"":49.306}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1400,1422.1111348970007,training_trajectory_evaluation,validation,0.8411552346570397,1.1777026653289795,90,806492,806492,184804076,,"{""epoch"":17.95,""eval_accuracy"":0.8411552346570397,""eval_loss"":1.1777026653289795,""eval_runtime"":5.4715,""eval_samples_per_second"":50.626}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1500,1499.7377955950014,training_trajectory_evaluation,validation,0.8483754512635379,1.0246614217758179,90,806492,806492,184804076,,"{""epoch"":19.23,""eval_accuracy"":0.8483754512635379,""eval_loss"":1.0246614217758179,""eval_runtime"":5.2433,""eval_samples_per_second"":52.829}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1600,1578.060761738001,training_trajectory_evaluation,validation,0.8447653429602888,1.0881112813949585,90,806492,806492,184804076,,"{""epoch"":20.51,""eval_accuracy"":0.8447653429602888,""eval_loss"":1.0881112813949585,""eval_runtime"":4.4015,""eval_samples_per_second"":62.934}"
